ticker,date,entry,d10,d20,adr,stop_pct,rr10sma,gain10sma_pct,mae10sma_pct,src,split,d10_adr,d20_adr
TWLO,2020-06-15,199.0,1.2403205856334365,2.215087881944533,5.253608422740773,3.015075376884422,2.0,6.03,-2.77,db,1.0,0.23608927156896278,0.4216317060015935
PTON,2020-07-27,63.34,1.6138858357698016,2.746281042998522,5.901298559221599,2.289232712346073,2.61,5.97,-2.51,db,1.0,0.27347978069129897,0.4653689379445268
FCX,2022-02-08,40.0,4.616188729050719,-1.6026481260892789,4.386095179115052,1.125000000000007,5.24,5.9,-2.55,db,1.0,1.0524597712861514,-0.36539292027233955
REMX,2021-05-26,79.8,1.2831751063570485,-0.8356880824177404,1.8965607143975594,1.328320802005015,4.18,5.55,-1.18,db,1.0,0.6765800306923724,-0.44063344562274975
BCRX,2020-06-26,4.69,11.269276771463765,8.314087580895446,7.42899995548532,5.117270788912584,1.08,5.54,-6.61,db,1.0,1.5169305207954558,1.1191395383919214
LI,2020-10-12,18.4,6.734728589624495,8.362778706226393,6.051230815531596,2.1739130434782528,2.47,5.38,-4.29,db,1.0,1.1129518597007695,1.3819963179658896
CCL,2020-04-27,12.45,3.250952155762654,7.262857800178635,12.737277828097138,3.2128514056224793,1.6,5.14,-3.61,db,1.0,0.2552313139147664,0.5702048662358223
BILI,2020-08-17,42.94,0.23342723953339028,1.371609302702903,4.653179382892833,2.026082906380991,2.53,5.12,-2.29,db,1.0,0.05016510654877677,0.294768198222822
MSTR,2021-11-02,75.658,3.5901542399424446,4.991533104621393,4.499794270132065,1.4539110206455361,3.49,5.08,-2.06,db,10.0,0.7978485291588846,1.1092802926021095
ZM,2020-10-09,490.2,1.9599532073573345,6.65999392917056,5.979820975618994,1.046511627906976,4.48,4.69,-1.25,db,1.0,0.3277611847158104,1.113744701776989
HUYA,2020-08-24,25.6,3.6059734679306565,3.5619649784187413,5.678183269405852,2.304687499999999,2.03,4.69,-2.62,db,1.0,0.6350576050194968,0.6273071525554078
NTLA,2021-03-30,68.0,4.833115917444797,9.924751140572784,11.387003229255924,8.441176470588237,0.54,4.54,-9.15,db,1.0,0.4244414285426187,0.8715858721347979
COPX,2022-02-08,39.04,2.6773969666545216,0.6990119585775334,2.5301767171193914,1.6393442622950831,2.77,4.53,-1.02,db,1.0,1.0581857577532137,0.27627001459935935
EDC,2021-05-26,102.5,6.912270683565125,3.817970289241579,3.305758140649082,0.5658536585365836,7.83,4.43,-0.56,db,1.0,2.0909789492972126,1.1549454396842005
JD,2020-04-06,41.43,2.3215614576326704,4.585558900436748,6.971617624942075,2.413709872073377,1.81,4.37,-2.97,db,1.0,0.33300183437010566,0.6577467593792262
AMD,2020-11-25,86.62,3.768838466677238,6.473600302889415,3.5912490108617767,1.131378434541681,3.28,3.71,-1.27,db,1.0,1.0494506104361851,1.8026041311281762
ALB,2021-10-13,223.5,2.2794355412089295,0.9765587797336606,3.2053231371444406,1.982102908277408,1.86,3.69,-2.51,db,1.0,0.7111406381447188,0.3046678097496459
OKTA,2020-06-17,193.5,5.02548184867837,3.511361721173367,5.171904412379382,2.3100775193798437,1.47,3.41,-2.51,db,1.0,0.9716888495946412,0.6789301273180208
ALB,2021-07-09,172.63,2.3307925625699832,3.585562334029957,2.459897492270157,1.523489544111681,2.07,3.16,-1.81,db,1.0,0.9475161342674377,1.45760640242003
MU,2019-10-24,46.45,3.597475546209705,4.971752317368261,2.9404365909172956,1.700753498385374,1.56,2.65,-1.87,db,1.0,1.2234494555406958,1.6908211293266753
SE,2019-12-20,38.7,3.3433017866999704,3.592268885692218,2.897355746780151,1.8087855297157691,1.26,2.27,-1.67,db,1.0,1.1539148378363278,1.2398439127415846
DT,2020-01-06,26.96,4.585305020509622,7.226663354719087,3.621706522207263,2.6335311572700326,0.76,2.0,-3.3,db,1.0,1.2660620048570614,1.995375194099043
FSLY,2020-09-21,88.19,7.4138593603438885,2.4803769086097827,8.414920503932754,5.839664361038658,0.29,1.71,-6.02,db,1.0,0.8810373617764999,0.2947593987905847
NUGT,2020-04-22,61.5,15.51465030754815,31.87520092139724,13.654998029230173,2.195121951219523,0.77,1.69,-2.36,db,0.2,1.1361883959512236,2.3343248276685595
DOYU,2020-08-24,151.4,3.6205605014540954,6.189725558649806,5.8116981935049665,2.377807133421408,0.64,1.52,-2.61,db,0.1,0.6229780661184985,1.065045938821688
BILI,2020-10-05,43.05,2.3245870541675595,-0.34837584388935916,4.56331851328257,1.277584204413466,1.16,1.49,-1.51,db,1.0,0.5094071446911548,-0.0763426534604877
IGV,2021-05-20,69.6,2.2615071013515564,-0.8983222662542145,2.1114569236124403,0.9224137931034424,1.55,1.43,-1.02,db,5.0,1.0710647591533144,-0.42545138203307353
ALB,2021-04-23,160.0,5.6838064070243055,6.847951894618243,3.3016010185727236,2.837499999999995,0.46,1.32,-3.33,db,1.0,1.7215303651321883,2.07413065845812
NVAX,2021-04-13,192.67,8.62726035028265,-1.2447558849890905,8.786988407559267,4.7282918980640405,0.27,1.27,-5.25,db,1.0,0.981822206896369,-0.14165898795521936
SOXL,2020-06-02,10.4,6.798842510752001,14.602656145783556,8.437002854848094,3.012820512820506,0.37,1.12,-3.14,db,15.0,0.8058362226160954,1.7307871523822629
