ticker,date,as_of,src,rr10sma,gain10sma_pct,base_age,base_censored,base_bucket,1w,1m,3m,6m,12m,adr,qqq_1w,qqq_1m,qqq_3m,qqq_6m,qqq_12m,rel_1w,rel_1m,rel_3m,rel_6m,rel_12m
SE,2020-09-25,2020-09-24,db,3.12,7.61,15,False,6-30,0.6573622991027595,-0.23270134631596662,44.78965500030845,250.280105098293,380.0383763911488,5.22176781237811,-1.8237909042810863,-6.43092297724942,8.895791395294307,44.75193543292087,42.041569380203,2.5272448653673285,6.624220125016733,32.961662838482496,141.98647434363005,237.95626061144745
ROKU,2020-07-09,2020-07-08,db,3.27,7.55,99,False,>60,4.182564952656631,18.424079788270966,52.32888990525335,-0.653598400773725,29.549631483618334,6.3142103341329125,3.7925540716227335,7.821195358684019,29.850955659231726,20.192099589416436,38.15320671809237,0.3757599805904954,9.833766352074647,17.31056512592062,-17.343650756913586,-6.2275610091555915
PFE,2021-12-13,2021-12-10,db,6.02,6.99,9,False,6-30,-2.7455314222590177,7.6703343069550955,16.787213874130515,32.068663196525925,31.42854899457992,3.420057578847755,3.883778748383371,2.182211419825264,5.805075412072247,17.20681913644979,32.269352037959024,-6.381468069908413,5.370918099023481,10.379595136893794,12.680016546455608,-0.6356748788924338
BLDP,2019-11-12,2019-11-11,db,1.72,6.94,0,False,<=5,4.467349559724476,19.215687007823412,33.626366347999735,77.25946954439044,115.6028392778893,4.415043678213173,0.42976801402514475,5.154107980732858,7.976428563625082,9.086737996946148,18.21142024985154,4.020303566902084,13.372353488716794,23.75512704539995,62.494060047292606,82.38748745441968
YINN,2019-10-09,2019-10-08,db,9.67,6.8,120,True,>60,0.24571839068170398,-7.477161591983683,-20.688244836034563,-38.08335952775437,-18.66459105347976,2.655889274778999,-0.9878859429131026,-3.0252410255788287,-2.064238484107428,0.580537579539242,4.483293496376195,1.245912528323112,-4.5908034353342675,-19.016553364834888,-38.44073419941522,-22.154627572740893
PBR,2019-10-22,2019-10-21,db,6.73,6.76,70,False,>60,1.8789516568149311,0.6877978398412754,-8.442770287118673,-5.933734041469196,-4.599366529532711,2.127434921626865,1.2036068053175253,1.561829100013079,1.4501905527120273,3.63861954012763,12.77223603913058,0.6673130264977178,-0.8605903102740453,-9.751544857562845,-9.236280475436597,-15.404148378006411
VIVE,2019-12-31,2019-12-30,yf,1.5,6.52,119,False,>60,0.8716179102063348,1.457175040644998,-80.58049790018642,-97.74631575534218,,7.572138341293064,0.18884407817598703,3.6908943373917813,12.637109177585138,14.115330536218273,39.86975964184947,0.681486884405591,-2.1542096931661647,-82.7592325108446,-98.02508196395003,
PDD,2021-02-02,2021-02-01,db,1.89,6.5,5,False,<=5,-3.585870545115044,-2.088136147528019,93.33185177133285,89.49891168934569,393.92390881465815,5.816221000256419,-1.7341456954456769,2.7666316290559934,19.90662539765269,21.5261725840173,48.0146627198907,-1.88440314570546,-4.724070157429761,61.235337188563356,55.93259267532296,233.6993104185772
DHT,2019-12-19,2019-12-18,db,4.9,6.49,38,False,31-60,-1.3404970489943269,-2.1276440514536588,26.42467296210105,32.77721001944147,89.78747725032699,3.0388374463246612,2.229510056609585,3.1910403213076144,9.065338517087396,12.889240206813191,33.45725354607669,-3.4921492860789605,-5.154211408471509,15.916454009166214,17.61724126780684,42.20843918746016
AMD,2020-11-19,2020-11-18,db,3.21,6.31,54,False,31-60,1.5501995019116643,-0.7574813842585848,1.077635579174352,51.19985470748245,106.97090949057055,3.799176488814234,0.12077501332590224,0.5545769040232962,4.36738352903594,27.781936648300864,43.726408548594684,1.4277001834988923,-1.3048220465729843,-3.152084337676575,18.326469823067114,44.00339616125073
M,2021-01-06,2021-01-05,db,2.39,6.24,19,False,6-30,-1.0425408236763412,-2.8156945083896767,87.95382320513652,67.50002146149463,-28.236516567231497,6.2924451022737635,-0.3514978847981798,2.2601491461739176,11.516669785183065,23.88482800853968,46.4354508260415,-0.6934805081959539,-4.9636575899258855,68.54325327970786,35.20624289033072,-50.993094207754254
