ticker,date,as_of,src,rr10sma,gain10sma_pct,base_age,base_censored,base_bucket,1w,1m,3m,6m,12m,adr,qqq_1w,qqq_1m,qqq_3m,qqq_6m,qqq_12m,rel_1w,rel_1m,rel_3m,rel_6m,rel_12m
Z,2020-07-30,2020-07-29,db,-1.0,-0.48,4,False,<=5,-1.3501537707828803,16.40406006144788,45.74747790556892,39.30441756013943,34.595133218645316,5.154592357104127,-1.9477129324848907,6.971657048143376,18.822679299982028,17.567395193502257,34.55381611226682,0.6094290909201883,8.817665607497682,22.659646091308904,18.48898866123603,0.030706751820419598
QCLN,2021-11-22,2021-11-19,db,-1.0,-0.51,9,False,6-30,-0.7732897122057825,15.650931478960462,30.72443918103751,39.490296522072924,38.67319194197039,2.841802923186166,2.3536800652630196,7.595823368376742,11.12152019691921,25.517522644634937,38.912836927591265,-3.055063360179111,7.486450550227564,17.64097444795556,11.13213006680962,-0.17251464365801716
JNUG,2021-01-04,2020-12-31,db,-1.0,-0.52,103,False,>60,3.192671645995304,19.260063334609946,-6.5426416267722605,9.272181898509313,-85.51313352050653,5.776584607914994,1.3503070666310846,4.902438582238644,13.125769114006802,26.942120132320312,48.40613222084929,1.8178184483969906,13.686645369178517,-17.386322227747662,-13.919681044709542,-90.23836396602873
PBW,2021-11-22,2021-11-19,db,-1.0,-0.52,9,False,6-30,-4.879592084618578,10.861620756077507,23.59181108227326,16.952145371725113,9.954649836224583,3.4861819713214173,2.3536800652630196,7.595823368376742,11.12152019691921,25.517522644634937,38.912836927591265,-7.066939015059837,3.035245500673045,11.222210480252027,-6.824049019163736,-20.84630026414421
KRE,2021-05-05,2021-05-04,db,-1.0,-0.52,32,False,31-60,1.9676453638536318,4.699197979716896,19.05616400730228,75.51651302951375,100.65577367529536,2.3129494444178147,-2.942809221353848,1.7161038095128145,0.09599525951220489,15.42161691497661,54.13622969740819,5.059341348964574,2.9327648803680217,18.941985339806354,52.06554692333327,30.180797901448475
TAN,2021-10-19,2021-10-18,db,-1.0,-0.53,77,False,>60,8.096823686442711,3.2386731314356654,9.115722077418997,2.9126245838825504,19.799196124074104,2.7170681836710875,3.978861324176064,-0.20516199006962443,4.324133719250778,9.206128140114899,29.855265136730402,3.9603841683051533,3.4509150875745798,4.592981688266851,-5.762958236334126,-7.744059512772017
MU,2021-04-01,2021-03-31,db,-1.0,-0.53,22,False,6-30,6.277102103276855,-3.6272364692918613,17.331741491356944,87.84068762513834,109.72422540443354,4.76604955090947,2.32792639500341,1.716780703292975,1.8464673468022275,15.214599501515803,68.41860156783608,3.8593332704006444,-5.253820594433966,15.204527508867915,63.03549067379004,24.52557107829938
ALB,2022-02-09,2022-02-08,db,-1.0,-0.54,53,False,31-60,0.6616541935356324,-3.953047474700233,-18.476493714588727,0.321298031762951,41.45420658523273,4.579003840177132,-1.750919698226383,-5.459904908543923,-9.667209222443418,-2.1933712377365078,8.174992773458346,2.45556893189407,1.5938818682020406,-9.752034024763024,2.5710622084846646,30.764239459177233
SE,2020-04-27,2020-04-24,db,-1.0,-0.54,5,False,<=5,2.5839285553686864,26.96078243679192,19.986757539433686,93.90374641360648,121.99999750876916,5.185372185878364,-0.6735104548623694,16.432530395860567,-3.773809844943521,10.649881335155055,13.68361961311888,3.2795269672253546,9.042362993517528,24.692412061716283,75.24080828092174,95.27879061580369
IGV,2020-11-17,2020-11-16,db,-0.29,-0.54,52,False,31-60,-0.44740061027928046,-3.4093871194617043,9.781763200838633,27.08806344986705,43.499626928036925,2.364716039810455,1.5974504871432815,1.6256183947862546,7.730745105301384,31.54921194146201,45.37182286402754,-2.012699223866188,-4.954464822726501,1.9038372876122533,-3.3912392372066225,-1.287867138972154
KRBN,2022-02-02,2022-02-01,db,-1.0,-0.55,37,False,31-60,1.9535135986546548,2.5343957725456834,29.73467972148285,47.834644120550095,113.30514171469765,1.9723067781202641,5.914059034418573,-8.126181919597887,-5.534712623325633,0.4999011962626865,13.913778000250288,-3.7393953851554973,11.603499141413831,37.33582284482342,47.09929299517328,87.25139790748489
ESTC,2020-09-16,2020-09-15,db,-1.0,-0.57,12,False,6-30,3.9887787188061186,13.436100089113868,20.35727089448347,101.39751788491034,10.677335611979167,5.1857317724929946,3.374705895908936,2.535236794367779,17.087014812127066,45.64882343236254,46.10702833444344,0.594026186169283,10.631333808305854,2.793013458925153,38.2761035336731,-24.249136490110956
TNA,2021-10-14,2021-10-13,db,-1.0,-0.59,88,False,>60,3.5586404955847417,-0.6621782004517018,-1.9495294063559543,-2.9664341952117534,123.71018949862429,4.793232055922233,0.09176856575547898,-4.233181660750029,-0.5576158022177036,5.935787915684698,22.88733863001342,3.4636933481215326,3.728852563158358,-1.3997186565537834,-8.403413318624498,82.04494620244496
AGQ,2021-05-06,2021-05-05,db,-1.0,-0.6,65,False,>60,1.2022773605963932,12.734957692803771,-5.140376027471849,-1.7809599980758595,136.35468643093338,3.0852642520223497,-2.9410164109625825,-0.6101932562352363,-0.5777348895861567,12.110696504337849,51.895887062256875,4.268841088530584,13.42708209851331,-4.589154283317354,-12.391017927425152,55.60308511451648
TSLA,2021-02-08,2021-02-05,db,-1.0,-0.61,9,False,6-30,7.397319446610906,15.932306697114097,94.53308397652636,186.94225157966798,479.98502003105494,4.186717725929062,5.34074720757165,6.252801722024914,12.762162861440363,22.472060130109163,46.019819468673994,1.9523045863599542,9.109882109661815,72.51627588552401,134.29201017344906,297.19609443530413
EDC,2021-05-25,2021-05-24,db,-1.0,-0.61,68,False,>60,3.6930921725465637,-6.45347783756427,-14.352092391399406,19.21571645928819,187.78873109024983,3.1955796706305084,2.49683442591897,-2.035823405652726,2.7149312906069367,13.265683541258987,45.48179710477105,1.1671167732425936,-4.509459054817855,-16.615913059143605,5.253164711500458,97.81769047229609
TTD,2020-08-26,2020-08-25,db,-1.0,-0.63,12,False,6-30,0.1748118247805852,10.28705000345147,52.76333331865823,71.80359755341095,90.68296208932658,3.800030087746592,2.8384573411734726,11.856348705802343,24.68744937977483,33.24391271929854,58.27399526554342,-2.5901258977038766,-1.4029589920535934,22.517008791614202,28.939171814434083,20.476495061244382
PALL,2020-02-18,2020-02-14,db,-1.0,-0.65,17,False,6-30,5.4547065534007455,12.843094602592299,40.857447186224036,70.64219833928298,70.84443834092882,3.012451426635596,2.373472630763196,6.615795030760663,16.739667084656862,28.924796558381914,38.16943211844237,3.00979720962562,5.840878989867249,20.65945595345713,32.35793493147759,23.648505839176217
JD,2020-07-02,2020-07-01,db,-1.0,-0.65,10,False,6-30,0.2673783368178251,9.629086088576466,46.663422838719804,70.30940491506709,92.36933722763823,3.2713894829290173,2.78200681011882,7.205688687012746,37.63678438307097,18.2730617699715,33.4215977413731,-2.446564871949386,2.2605119478676494,6.558303796553311,43.996783685452165,44.18155717227321
SHOP,2020-08-26,2020-08-25,db,-1.0,-0.67,19,False,6-30,1.2179066179269782,11.54859448506902,25.69410414594826,122.35347505378856,170.9836646247863,4.409847187514511,2.8384573411734726,11.856348705802343,24.68744937977483,33.24391271929854,58.27399526554342,-1.5758216966151206,-0.2751334406085104,0.8073424961219322,66.87702313441875,71.21174212487958
YINN,2019-11-01,2019-10-31,db,-1.0,-0.67,86,False,>60,-0.8237302344795805,9.587379153486285,-3.619296291946328,-25.219694177913553,2.605186407941207,2.06142238620725,1.5405396070826027,4.38008163682877,3.3372119463501937,4.418093998096229,17.08957931211781,-2.3283999186047954,4.988784675198232,-6.731852066909017,-28.383766683722598,-12.370351818898017
TSLA,2020-10-12,2020-10-09,db,-1.0,-0.68,27,False,6-30,4.555646978163019,18.488594994306396,55.635883400412276,278.7085572345882,787.4167055987152,5.9740545356914145,4.155856295909666,2.817750204613012,8.974750583267177,42.49072411220551,53.52166652399044,0.3838388895940126,15.24138075235797,42.81829741972341,165.77769156143174,478.04004196374524
TLRY,2020-04-24,2020-04-23,db,-1.0,-0.69,113,False,>60,7.064358134075288,77.14284921621348,-67.7846018274076,-69.86301545358621,-86.4305618543515,16.902918553664776,-1.2801881683763394,23.501103825680158,-6.065006143980522,9.99168975481306,11.565751179023565,8.45275750391834,43.434223443255846,-65.70458265854457,-72.60067136563376,-87.83727263766247
SLV,2021-01-28,2021-01-27,db,-1.0,-0.73,117,False,>60,-2.457310066487106,-2.253752207063564,3.0356381344200045,2.584319555670467,38.661935598692935,2.2791751872593857,-1.3404721853287227,3.188379174313516,13.213366334089539,23.023586773924798,47.294175274833286,-1.1320121896957858,-5.273976997142116,-8.989864473807218,-16.614104460971944,-5.860543813109809
TSLA,2020-08-06,2020-08-05,db,-1.0,-0.73,17,False,6-30,-0.9398887263965761,22.86499595888134,93.30912209004947,102.12604342446419,550.4117482389897,7.372303219375809,4.342319721397359,7.47847348019286,24.745629199757868,19.227046000164183,51.186731401019884,-5.062383567758388,14.315910880074089,54.962641440927285,69.5303626193891,330.20425285456116
AGQ,2021-05-03,2021-04-30,db,-1.0,-0.74,62,False,>60,-1.3571677687816752,15.543779160703085,-11.619379073915814,7.7665311995808395,126.79544182421503,2.7171663555365844,-0.42130942892598666,7.530570595017849,7.584189720785228,25.855768758474863,55.14133175609637,-0.9398178812039304,7.452028312827075,-17.849805668045025,-14.372990397927964,46.1863445782255
LMT,2022-04-05,2022-04-04,db,-1.0,-0.76,20,False,6-30,-0.21797723541595593,-3.0863165000452497,23.502599497474506,30.282893892995144,23.199306595201065,2.692731388660541,1.20303086295519,9.62245265614603,-6.737822155271966,4.993721771130399,14.326375058185548,-1.4041161477618358,-11.593217309281535,32.42517208111275,24.086366018142602,7.761053853495925
AGQ,2021-03-15,2021-03-12,db,-1.0,-0.77,28,False,6-30,6.015036286993181,-10.793713735784383,9.662970644902313,-18.10982219428746,97.66353852860294,4.5829231613703305,2.196446721086742,-6.238682322537315,4.698288073510448,16.854013138559477,78.91718190293162,3.73651891863529,-4.85811369344904,4.74189469832218,-29.920953841258857,10.477672645124624
ZM,2020-08-03,2020-07-31,db,-1.0,-0.78,14,False,6-30,2.98102132393514,0.14593767680626257,87.84494126037802,232.77849738730745,165.84650610722994,4.997179848075302,4.0030096125710735,7.346539601011193,21.626370993502487,21.796531210230064,40.207929195461276,-0.982652610191781,-6.707810005770421,54.44425392780408,173.2249384121675,89.60875296618802
TQQQ,2022-02-09,2022-02-08,db,-1.0,-0.78,53,False,31-60,-5.856227027103955,-17.65116818243856,-30.154255930890027,-13.039650301874484,10.506700612509178,8.830424567456074,-1.750919698226383,-5.459904908543923,-9.667209222443418,-2.1933712377365078,8.174992773458346,-4.17846896507128,-12.895336377757038,-22.679523716803697,-11.089513258351635,2.1554961819446827
MU,2021-04-08,2021-04-07,db,-1.0,-0.78,1,False,<=5,6.518546441495787,5.656149580892844,18.771309691738058,94.09218796578776,101.89087027238304,4.024373137540796,3.91376254760456,7.567355272441234,5.4159000877462615,18.834217156817722,69.66354408604923,2.506678451468769,-1.7767525163259634,12.669255390197298,63.33021970402433,18.994844390371156
JD,2020-07-20,2020-07-17,db,-1.0,-0.79,6,False,6-30,-5.304077524195783,0.19351796950066724,34.626198272351935,53.97770359887109,102.31195770184245,3.3674017632414124,-1.7236341411141831,6.670733541832097,20.70752613440088,16.58385378763194,36.06449228901945,-3.6432395029978304,-6.072158086164581,11.530906633322457,32.0746386368008,48.6882832532858
LHX,2022-04-05,2022-04-04,db,-1.0,-0.79,20,False,6-30,1.2788118094374301,-4.918997802866754,18.570241086061714,16.70380444404436,26.33769725123145,2.8525700750413017,1.20303086295519,9.62245265614603,-6.737822155271966,4.993721771130399,14.326375058185548,0.07488011558158814,-13.26502929525315,27.136470352932363,11.153126563548321,10.506169015621136
TSLA,2020-09-21,2020-09-18,db,-1.0,-0.8,12,False,6-30,18.62792484948004,17.151273854062588,120.20300166333513,512.0231397370761,807.942748525279,8.538558774503999,-1.3237458894566068,-3.9932236562650547,9.43759970158402,51.70093176769291,39.73925575913269,20.21932319865478,22.02396363629957,101.21329621975241,303.4405936769705,549.7406498931781
TSLA,2020-10-13,2020-10-12,db,-1.0,-0.81,28,False,6-30,3.90434751843749,18.668171994214088,43.17158958071647,285.95112933511126,792.1296300036598,5.464380879090093,5.1291629375973535,8.903621178112697,11.5770583356118,46.88946121498498,55.04783120062173,-1.165057710853168,8.966231526986036,28.316332870213976,162.7493668659044,475.3899445709128
ARKK,2021-04-13,2021-04-12,db,-1.0,-0.84,38,False,31-60,0.6823439493792494,-3.3233321344630418,-13.13568730490391,21.596238491145403,163.11996639108622,3.828673584419614,1.6976429413245508,6.858324178695607,7.382528298521995,14.659401427244067,68.42257698880563,-0.9983505640647872,-9.528182658126106,-19.10759220195071,6.049950529615344,56.22606606273144
ERX,2022-03-30,2022-03-29,db,-1.0,-0.84,15,False,6-30,2.4645983158156026,18.57013356838737,87.71952222445978,109.48034810807292,134.23638190331295,5.592516048757999,3.9864388629710756,7.165204028761152,-7.446422212698045,3.574797941166774,18.061567110075316,-1.4634990521801505,10.642381212249962,102.82254528923707,102.25030825265362,98.40189118015132
UBER,2020-11-16,2020-11-13,db,-1.0,-0.86,4,False,<=5,6.106533861581487,33.886385747193074,56.3033553557174,44.18534206639444,78.24785564305287,4.707778160572471,-1.249083668379225,-1.2189283599337797,6.771147878255612,32.86948370011016,45.19081968825256,7.448657494234712,35.53850299887606,46.39100399476854,8.516521665595134,22.7679932007953
ALB,2022-06-06,2022-06-03,db,-1.0,-0.86,4,False,<=5,-7.441298278902475,27.211866641315076,34.85697461717179,0.08683817313004383,50.24899508321325,6.054026216358145,-0.9382042334898699,-3.9583366501034556,-10.425233579757354,-19.878343174891423,-6.767587891399196,-6.564684190402204,32.45487656524653,50.55241560383907,24.918582739248563,61.15532322407069
SNAP,2021-03-11,2021-03-10,db,-0.2,-0.86,10,False,6-30,-8.247252124602678,-12.028752336806825,3.612414137016451,136.2505403540893,359.29942240264523,8.16978519035979,0.5563214978091979,-6.572488072158644,2.949705134916636,14.35829986319741,53.1771577913055,-8.754868407356842,-5.840104431831938,0.6437211269632481,106.58801384482545,199.84850811007516
AGQ,2021-04-21,2021-04-20,db,-1.0,-0.87,54,False,31-60,3.6248353215736273,-3.7862835557342933,-4.688476602011827,-2.784266907196642,109.14494706562667,2.611732608157804,-1.2301750266455858,7.56686226945269,4.035222005848138,18.64750116640288,58.8945253398661,4.915479347593221,-10.554501252204973,-8.385331851716128,-18.063396079064077,31.62501767652337
JD,2020-11-04,2020-11-03,db,-1.0,-0.88,43,False,31-60,-0.3854937937481817,8.65966429103091,28.1419627992058,99.83085474224866,162.59131360169374,3.2254041577208272,-2.8338136943902636,0.12392809108490166,1.9563392963799497,29.325754731359876,38.94086127878251,2.5197241897933154,8.525171118117614,25.683173487335665,54.51744716846581,88.99502362721697
TCEHY,2020-04-06,2020-04-03,yf,-1.0,-0.89,36,False,31-60,-1.5242091523702594,-4.741986530741116,-2.4882856737987624,14.707280224933195,,3.6373463679690166,-1.0415694825083865,-12.277642435507108,-14.20264770215438,-1.0269372212687644,0.6303808794188237,-0.48771960846384355,8.590348132431158,13.653523931238798,15.897474529385946,
TSLA,2021-11-19,2021-11-18,db,-1.0,-0.9,10,False,6-30,3.0907086683312768,26.0047483554684,59.128578049773516,89.72778560560745,125.29590163988398,5.8006269412558975,2.857211557676975,7.808946510036385,11.039292235704634,24.96492930854608,39.22349200011625,0.22701092817722923,16.87782177125541,43.30835044588459,51.82482529731032,61.82319406246171
SHOP,2021-03-16,2021-03-15,db,-1.0,-0.9,22,False,6-30,8.072326972883959,-20.370456180659435,7.90428970701591,24.705449591974048,196.4952700779305,6.327678371267689,6.297948991731239,-5.2370303913368055,3.9434762984880356,14.458538245808516,66.70751427290081,1.6692494991514373,-15.96976735935799,3.81054545179329,8.952509356846328,77.8535726905307
BLDP,2020-02-10,2020-02-07,db,-1.0,-0.91,14,False,6-30,8.915908051108046,31.901846664608758,86.63193702835757,141.5730440621127,231.79012248018606,8.335405712537655,4.6241051867747185,6.342540939137398,14.60206003232476,24.917339415065243,37.36483783580182,4.10211667442375,24.03488340578548,62.852165986995345,93.38631865944032,141.53933983949315
IWN,2021-05-14,2021-05-13,db,-1.0,-0.92,42,False,31-60,-2.1615469113064334,1.4056857370703169,6.609626879842234,38.03333601234511,99.77734620397128,1.9243164209293118,-3.6710833879227023,-6.241901300755426,-4.965574773121794,10.103087143652933,46.293403425654,1.5670647295819462,8.156721546111466,12.180009112834899,25.36736216328903,36.55936735759771
TQQQ,2020-11-04,2020-11-03,db,-1.0,-0.92,43,False,31-60,-9.324694620997299,-1.8531887313012585,-0.3472481515022996,94.30011238440889,73.45038980938625,5.937184446846588,-2.8338136943902636,0.12392809108490166,1.9563392963799497,29.325754731359876,38.94086127878251,-6.680184921729603,-1.9746696519812312,-2.2593861880288557,50.24084938689599,24.83756629474245
TSM,2021-03-31,2021-03-30,db,-1.0,-0.93,30,False,6-30,0.1566798168467498,-8.286819073584672,6.063879556837115,43.07496570041756,145.63241421294228,3.7141010987778813,-0.9142116956136981,0.18362793408339684,0.5581807216344048,13.477997329703229,64.463476442302,1.0807720570085388,-8.454921410154226,5.4751376722333545,26.08168020865065,49.35377721941592
LI,2022-01-12,2022-01-11,db,-1.0,-0.94,28,False,6-30,-1.7144756316245124,-8.163893078474882,5.63430259133797,-6.316782678061362,-9.08814079408523,5.905847514283559,-2.6861893248093627,-2.9389212309604784,7.791146503307633,7.1275168159374624,23.299643046371887,0.9985362678152532,-5.383179245253822,-2.000947185308466,-12.549809697445259,-26.26754063535801
AGQ,2021-06-09,2021-06-08,db,-1.0,-0.95,88,False,>60,-1.8126871243736797,0.7166355301767791,19.04761821587797,16.175160746115957,84.79033805213474,3.3241781602260856,1.1838161408199266,0.7659779305511316,12.417585535746568,9.57103386943472,40.08854465116563,-2.9614451989271706,-0.048967321498494254,5.897682865660903,6.02725614923989,31.90967078163387
JNUG,2022-03-23,2022-03-22,db,-1.0,-0.97,10,False,6-30,5.67906023696354,23.507087917681613,25.253036267628048,35.130035601707,-12.23939523568982,7.361555218940354,8.91402217906052,5.715024062941776,-9.277491977366614,-3.169138281526629,12.57341997177377,-2.9701978472326807,16.83021312481243,38.06169934850128,39.552652123023414,-22.041451004762102
MELI,2020-11-18,2020-11-17,db,-1.0,-0.98,7,False,6-30,6.099363597134833,2.3148117477000962,9.323713004935152,67.83563371156677,136.46793607074707,4.968986654061087,3.1225497837152227,1.3032507989685804,6.156469408454757,31.13192342843629,44.910687514727535,2.8866759207011983,0.9985473721261906,2.9835615428145834,27.989912237626193,63.18184678180787
RIVN,2022-02-17,2022-02-16,db,-1.0,-0.98,63,False,>60,2.6654288753139577,-17.13570665563784,-61.4847961655117,,,11.059696855715444,-2.9149323109402547,-6.307707611603375,-10.297720670834376,-3.2765998643932814,6.620780903465917,5.74790883818177,-11.556979520948795,-57.06329412973397,,
TQQQ,2020-11-13,2020-11-12,db,-0.38,-0.99,50,False,31-60,-6.269492876922067,-8.317144629182227,11.35340060160328,96.18529578711772,91.32001522325528,6.573164062046138,-2.0347006775327303,-2.081252856021354,6.084038814236847,30.065546388910104,43.963937890090385,-4.322747165248675,-6.368435008662521,4.967157968592795,50.83571417176258,32.89440260332348
ROKU,2020-02-14,2020-02-13,db,-1.0,-0.99,109,False,>60,10.217183747213054,3.822900512188565,-2.331946462944623,2.7488370430580167,176.99203374198467,4.471553169684691,1.6421474975945927,5.8927554534572435,16.31392638626106,24.714747716473596,37.9440285200993,8.436496532918492,-1.9546709615828606,-16.03064519315214,-17.612921547460335,100.80030771438953
ERX,2021-12-07,2021-12-06,db,-1.0,-1.0,28,False,6-30,-0.03364263809481072,-8.446341885137432,32.62062845962643,0.31509334793689003,86.71979558028349,5.10515611635539,-3.3751076946749947,-3.1108763492687763,1.3256217537286341,15.338723679053533,27.084341967031065,3.4581824381459514,-5.506774480799415,30.885580728988906,-13.025660291613805,46.925886140027686
JD,2020-10-29,2020-10-28,db,-1.0,-1.0,39,False,31-60,-3.0860457136690833,5.229961044303311,30.23255188229328,83.75399118442768,152.37942798555895,2.843753208785881,-4.416060928811005,-2.005752333417976,5.774704772149608,28.658344197653072,38.322365313414906,1.3914630722127397,7.383814407494871,23.122586031158,42.82322093476751,82.4574264716412
NIU,2020-12-22,2020-12-21,db,-1.0,-1.02,25,False,6-30,4.748506391060281,-16.652669834370815,50.02518949292105,86.12500429153442,250.35294925465303,7.040110236745001,1.789199121431917,6.577582694071338,15.68910209872232,26.931769428012544,47.06548503485717,2.9072900613924535,-21.796565413877033,29.67962130512374,46.63390034682566,138.22921412975523
NET,2021-09-16,2021-09-15,db,-1.0,-1.02,6,False,6-30,0.2886646880316812,5.585218112326751,37.63383399532352,71.05788481919046,255.4050582234415,3.408478686228361,-0.7169436149315089,2.502556944230827,10.585086993198889,18.861614756505208,36.047266785660085,1.0128700098261945,3.007399288364221,24.459669687458096,43.913478854895494,161.23645599097225
BABA,2019-11-05,2019-11-04,db,-1.0,-1.04,32,False,31-60,0.5652696258345413,5.4890338690415375,11.608685545964658,-7.95041178156265,21.749449863715608,2.3409866770480727,1.2805845665571747,5.97960282371186,7.0208496507301765,5.1472398214746695,19.192644813791702,-0.7062705490730625,-0.46288997278688404,4.286861775258921,-12.456486375938447,2.14510304215354
SHOP,2020-06-02,2020-06-01,db,-0.61,-1.04,4,False,<=5,-8.140135218647615,23.52520209242652,63.60536348182695,125.09281297425296,175.73664489948678,5.7921330536865785,1.9158825467524343,10.021613141860875,13.974141443393307,14.611039611870268,35.706887022227754,-9.866978054953302,12.273578404230667,43.54603720624086,96.39714789825543,103.18544692158711
NET,2020-11-17,2020-11-16,db,-1.0,-1.05,6,False,6-30,-0.04645931460223185,10.722250646482866,67.63636601435674,118.85385356542577,285.54361886479484,5.700912543678517,1.5974504871432815,1.6256183947862546,7.730745105301384,31.54921194146201,45.37182286402754,-1.6180620614623997,8.951121179266842,55.60680087239778,66.36652575525378,165.2120687964477
SNOW,2021-06-07,2021-06-04,db,-1.0,-1.05,120,True,>60,1.903120952202797,11.062273048212878,-2.5863463620105387,-37.436164580498634,,5.076772421362369,0.5001037051004076,1.653822357946555,10.497806016444834,10.18358614810182,43.478821486735676,1.3960356212360692,9.255383095322278,-11.84109698658462,-43.218552230268656,
MELI,2020-11-05,2020-11-04,db,-1.0,-1.06,11,False,6-30,3.30561457892935,21.898770068009355,12.075667306343508,116.61012323393467,170.83511769768847,4.245119303362216,5.621396015642066,4.59331727698038,6.1136028595061065,33.5419081946756,44.25076027269157,-2.192530608447707,16.545466996903137,5.618567540988262,62.20385507608843,87.75299151678777
KRE,2021-05-21,2021-05-20,db,-1.0,-1.07,44,False,31-60,-0.5430957096381528,7.724442426242151,9.592299738231326,47.85249511195082,102.63661117273024,2.456605483995178,2.97173656123233,-2.2532008906044787,-0.5361238947086955,13.589829837171298,42.79600904105509,-3.413395158952559,10.207641997238115,10.183017221466596,30.163497316524168,41.90635475986619
SQM,2021-04-26,2021-04-23,db,-1.0,-1.08,65,False,>60,-2.867515607294946,2.7649633879481383,-5.708243127391366,43.5622277679385,156.52582053107284,2.93659162976767,-0.7572773619928141,6.998307500569156,4.433877982484691,19.570362874873616,62.00683211226501,-2.126340540856919,-3.9564589492207647,-9.711523986092963,20.065059866190737,58.34259406622402
AGQ,2021-02-19,2021-02-18,db,-1.0,-1.08,116,False,>60,-0.3718172845058043,16.020963099759644,15.757163204425527,-18.032523994328876,56.50169615073226,5.00196937937867,-0.6306620859030776,6.608733498836461,14.809050921967447,19.82320250177594,42.44569843730186,0.260487597915815,8.828760357636089,0.8258166711111459,-31.592985086126156,9.867618234619568
TSLA,2022-01-12,2022-01-11,db,-1.0,-1.09,46,False,31-60,-7.410468512624613,4.657673098874038,34.4041113064975,62.02145423561865,31.214630379494835,5.556225064904092,-2.6861893248093627,-2.9389212309604784,7.791146503307633,7.1275168159374624,23.299643046371887,-4.854685224056965,7.826612300395808,24.689379106263832,51.241678189925665,6.419310824887137
DDOG,2020-09-22,2020-09-21,db,-1.0,-1.09,51,False,31-60,4.44365449356785,2.345560356065568,1.555476967254621,164.05031926089498,,5.712311117589399,-2.780199334267064,-5.094562569621919,9.71800033480803,57.32059538197882,41.337095357758955,7.43043472458087,7.839511757316853,-7.4395480619818155,67.84218151461567,
IQ,2020-01-22,2020-01-21,db,-1.0,-1.1,7,False,6-30,0.16757020013575818,13.425047124993128,44.64609107202797,27.860956534280355,29.243242418443828,2.9141671461955507,1.454026109465012,5.693680463750939,15.706127834661343,17.384087169428497,36.22998462608069,-1.268018587987052,7.314880726377737,25.01160809626304,8.925289293880079,-5.128637595323693
ARKK,2021-04-26,2021-04-23,db,-1.0,-1.11,47,False,31-60,-0.5467051670363987,1.6433904852274805,-15.320371090141006,26.718196675356175,141.6441411085961,3.309140800839276,-0.7572773619928141,6.998307500569156,4.433877982484691,19.570362874873616,62.00683211226501,0.21217897832619403,-5.004674504139417,-18.915556382899823,5.977931009511561,49.15675959958605
BABA,2019-11-01,2019-10-31,db,-1.0,-1.11,30,False,6-30,2.3877041566412016,5.644926709965081,2.0564937967986863,-4.796033491358043,24.170648520172744,2.291768195654075,1.5405396070826027,4.38008163682877,3.3372119463501937,4.418093998096229,17.08957931211781,0.8343116481720037,1.211768618400888,-1.2393581415922283,-8.824263244665499,6.047565675489719
BYND,2019-11-27,2019-11-26,db,-1.0,-1.12,86,False,>60,2.689078050532334,-21.20821125999064,-48.797783919894556,-0.3012399514062958,,4.718031620045951,0.6097175670441324,4.584953343306797,10.930945325939035,15.332257256645555,26.735097884683313,2.066759090246495,-24.662404847693264,-53.84316258221518,-13.555181854511943,
ROKU,2019-10-04,2019-10-03,db,-1.0,-1.12,18,False,6-30,5.3222374636212155,-30.622136059217485,16.39396198422345,58.65889031899878,49.979325886166734,7.575708407076684,-1.7478191264628573,0.4283494438427571,-2.609065605442784,1.674514311427111,0.9589296477227727,7.195826624127677,-30.918048215482187,19.51211137648581,56.04587973051891,48.55478996210778
QS,2021-02-12,2021-02-11,db,-1.0,-1.12,34,False,31-60,-5.106558767911529,-15.374479229927907,218.03394716280212,,,8.804695089707067,1.3142005881893182,6.411801475435075,15.677244089004706,26.394842579253375,45.030320880125686,-6.3374722584045635,-20.47355688306085,174.93216117605596,,
SHOP,2020-08-19,2020-08-18,db,-1.0,-1.13,14,False,6-30,5.423927519376459,10.405866379683793,38.84582797153755,91.03111964115773,185.6414091049551,4.718264803902598,4.819196621545507,7.150515631577159,22.43474189687893,18.87989593266848,51.0759958485963,0.5769276213920538,3.038110203127453,13.403945498150271,60.692536061231465,89.07133956026748
TWLO,2020-08-18,2020-08-17,db,-1.0,-1.13,10,False,6-30,-0.8998200250108668,3.868883532788514,30.958673212737132,93.98779332690164,98.62135204292079,4.322332727689796,1.8534147088572706,6.129015137479432,23.52702021756612,17.79172311280306,49.63573955588494,-2.7031344425104575,-2.1296076306400735,6.016216518525064,64.68711739714472,32.736572581138645
FAS,2020-05-26,2020-05-22,db,-0.81,-1.14,65,False,>60,14.775033773945555,12.137082163996403,-73.0540776723983,-67.6296333271752,-59.448163769255046,6.701663469956555,2.861986839939923,8.859075366972991,-0.05239029787577065,14.27851841637715,27.955168111211172,11.581583537311136,3.01123887555812,-73.03995322358467,-71.67414565624449,-68.30777777143034
WEAT,2022-03-21,2022-03-18,db,-1.0,-1.15,10,False,6-30,-3.4782593952860763,30.41775915913314,34.45490904796866,45.20348414915731,66.22296848958422,8.64994513034527,8.350774639626657,2.9223100442437477,-8.565922305789774,-5.751525866014495,13.185271267868393,-10.91735068277634,26.71476097171719,47.051200644945745,54.06454638483924,46.859186383177786
